"cluster" "start" "end" "size" "node"
"665" "cluster976" 1449593 1450312 719 19
"666" "cluster976" 1450654 1451151 497 19
"667" "cluster976" 1451351 1452901 1550 19
"668" "cluster976" 1454281 1454335 54 19
"669" "cluster976" 1455334 1455391 57 19
"670" "cluster981" 1463591 1464441 850 19
"671" "cluster982" 1466389 1467248 859 19
"672" "cluster983" 1467249 1467347 98 19
"673" "cluster984" 1467348 1467372 24 19
"674" "cluster985" 1467373 1467661 288 19
"675" "cluster996" 1489167 1489427 260 19
"676" "cluster1001" 1502086 1503658 1572 19
"677" "cluster1018" 1533582 1534037 455 19
"678" "cluster1022" 1542103 1542351 248 19
"679" "cluster1023" 1542352 1542538 186 19
"680" "cluster1024" 1542539 1542741 202 19
"681" "cluster1025" 1542742 1543906 1164 19
"682" "cluster1026" 1543907 1545170 1263 19
"683" "cluster1027" 1545171 1545749 578 19
"684" "cluster1039" 1575548 1576210 662 19
"685" "cluster1042" 1579959 1581069 1110 19
"686" "cluster1078" 1626192 1629040 2848 19
"687" "cluster1079" 1629041 1629228 187 19
"688" "cluster1080" 1629229 1629427 198 19
"689" "cluster1081" 1629428 1632091 2663 19
"690" "cluster1081" 1632930 1633218 288 19
"691" "cluster1081" 1635285 1635492 207 19
"692" "cluster1081" 1636051 1637131 1080 19
"693" "cluster1082" 1637132 1638905 1773 19
"694" "cluster1085" 1641973 1642223 250 19
"695" "cluster1096" 1649084 1649443 359 19
"696" "cluster1097" 1651719 1651747 28 19
"697" "cluster1098" 1651748 1651978 230 19
"698" "cluster1101" 1654942 1655042 100 19
"699" "cluster1102" 1655043 1655232 189 19
"700" "cluster1102" 1655523 1656200 677 19
"701" "cluster1104" 1657802 1657820 18 19
"702" "cluster1105" 1657821 1657980 159 19
"703" "cluster1109" 1659735 1660133 398 19
"704" "cluster1110" 1662402 1663004 602 19
"705" "cluster1111" 1663005 1663351 346 19
"706" "cluster1112" 1663352 1663377 25 19
"707" "cluster414" 634225 634268 43 24
"708" "cluster533" 804670 804687 17 24
"709" "cluster548" 842439 842487 48 24
"710" "cluster549" 844603 844653 50 24
"711" "cluster593" 901007 901017 10 24
"712" "cluster47" 60400 60423 23 32
"713" "cluster48" 60424 60638 214 32
"714" "cluster122" 188175 188296 121 32
"715" "cluster123" 188297 188357 60 32
"716" "cluster280" 384770 385017 247 32
"717" "cluster281" 385416 385594 178 32
"718" "cluster397" 604509 604659 150 32
"719" "cluster422" 645107 645115 8 32
"720" "cluster423" 645116 645173 57 32
"721" "cluster440" 703434 703724 290 32
"722" "cluster719" 1069931 1070057 126 32
"723" "cluster721" 1076511 1076661 150 32
"724" "cluster850" 1249571 1249783 212 32
"725" "cluster901" 1323782 1323835 53 32
"726" "cluster904" 1324519 1324826 307 32
"727" "cluster1090" 1644475 1644721 246 32
"728" "cluster1102" 1655697 1656213 516 32
"729" "cluster1103" 1656907 1657305 398 32
"730" "cluster2" 122 123 1 33
"731" "cluster3" 124 247 123 33
"732" "cluster282" 387168 387339 171 33
"733" "cluster295" 411853 413713 1860 33
"734" "cluster348" 492982 493279 297 33
"735" "cluster349" 493280 493330 50 33
"736" "cluster350" 493331 493465 134 33
"737" "cluster403" 618107 618197 90 33
"738" "cluster426" 654403 654828 425 33
"739" "cluster427" 654829 655004 175 33
"740" "cluster436" 688227 688431 204 33
"741" "cluster477" 743096 743281 185 33
"742" "cluster478" 743282 743307 25 33
"743" "cluster479" 743308 743309 1 33
"744" "cluster666" 991654 991709 55 33
"745" "cluster667" 991710 992119 409 33
"746" "cluster799" 1175697 1175940 243 33
"747" "cluster900" 1322589 1322660 71 33
"748" "cluster901" 1322661 1322901 240 33
"749" "cluster901" 1323411 1323645 234 33
"750" "cluster904" 1324333 1324839 506 33
"751" "cluster907" 1325921 1326289 368 33
"752" "cluster998" 1493404 1493507 103 33
"753" "cluster1104" 1657802 1657820 18 33
"754" "cluster1105" 1657821 1658070 249 33
"755" "cluster1117" 1670061 1670172 111 33
"756" "cluster6" 12941 15341 2400 34
"757" "cluster15" 20823 21289 466 34
"758" "cluster40" 47518 50283 2765 34
"759" "cluster41" 50284 50971 687 34
"760" "cluster57" 66760 66795 35 34
"761" "cluster58" 66796 66817 21 34
"762" "cluster59" 66818 67041 223 34
"763" "cluster59" 67670 69135 1465 34
"764" "cluster59" 69635 70411 776 34
"765" "cluster59" 70931 71885 954 34
"766" "cluster62" 80079 80901 822 34
"767" "cluster62" 81429 82240 811 34
"768" "cluster63" 82241 83027 786 34
"769" "cluster69" 96715 97966 1251 34
"770" "cluster76" 113599 113674 75 34
"771" "cluster77" 113675 113880 205 34
"772" "cluster77" 116699 117064 365 34
"773" "cluster88" 135189 135276 87 34
"774" "cluster89" 135277 135624 347 34
"775" "cluster90" 135625 135654 29 34
"776" "cluster91" 135655 136569 914 34
"777" "cluster92" 136570 136789 219 34
"778" "cluster92" 136905 136996 91 34
"779" "cluster93" 136997 137126 129 34
"780" "cluster118" 172815 172856 41 34
"781" "cluster119" 172857 173348 491 34
"782" "cluster119" 173753 174023 270 34
"783" "cluster186" 272848 273069 221 34
"784" "cluster186" 273237 273379 142 34
"785" "cluster204" 292047 292200 153 34
"786" "cluster205" 292201 292251 50 34
"787" "cluster206" 292252 293061 809 34
"788" "cluster222" 310759 315039 4280 34
"789" "cluster224" 316755 317205 450 34
"790" "cluster229" 319745 322454 2709 34
"791" "cluster231" 322520 322725 205 34
"792" "cluster232" 322726 322751 25 34
"793" "cluster233" 322752 322891 139 34
"794" "cluster234" 322892 324585 1693 34
"795" "cluster235" 326883 327036 153 34
"796" "cluster236" 327037 327118 81 34
"797" "cluster237" 327119 327192 73 34
"798" "cluster238" 327193 328665 1472 34
"799" "cluster239" 328666 328775 109 34
"800" "cluster239" 329610 330723 1113 34
"801" "cluster282" 389889 391389 1500 34
"802" "cluster283" 393266 393937 671 34
"803" "cluster285" 397673 398383 710 34
"804" "cluster286" 404255 404948 693 34
"805" "cluster311" 436430 437638 1208 34
"806" "cluster312" 440729 441079 350 34
"807" "cluster312" 442414 443279 865 34
"808" "cluster312" 443771 444583 812 34
"809" "cluster329" 467561 467648 87 34
"810" "cluster351" 496686 497075 389 34
"811" "cluster361" 518481 518831 350 34
"812" "cluster361" 521146 521768 622 34
"813" "cluster361" 521787 522288 501 34
"814" "cluster365" 527817 528181 364 34
"815" "cluster366" 528182 529721 1539 34
"816" "cluster366" 532392 532577 185 34
"817" "cluster367" 532578 532661 83 34
"818" "cluster368" 532662 533817 1155 34
"819" "cluster368" 534345 535135 790 34
"820" "cluster368" 535438 535617 179 34
"821" "cluster368" 537215 537494 279 34
"822" "cluster369" 537495 539500 2005 34
"823" "cluster370" 539501 539813 312 34
"824" "cluster370" 542061 542310 249 34
"825" "cluster371" 542311 542316 5 34
"826" "cluster371" 542661 544647 1986 34
"827" "cluster371" 545991 546212 221 34
"828" "cluster372" 546213 546846 633 34
"829" "cluster373" 550157 551440 1283 34
"830" "cluster373" 552407 552921 514 34
"831" "cluster373" 553047 554516 1469 34
"832" "cluster373" 556207 556657 450 34
"833" "cluster373" 558639 558907 268 34
"834" "cluster377" 573411 574272 861 34
"835" "cluster382" 581389 581874 485 34
"836" "cluster424" 651738 652040 302 34
"837" "cluster431" 679391 679641 250 34
"838" "cluster440" 708250 708445 195 34
"839" "cluster441" 708446 708690 244 34
"840" "cluster442" 708691 709621 930 34
"841" "cluster443" 709622 709767 145 34
"842" "cluster443" 710267 710317 50 34
"843" "cluster476" 742972 743089 117 34
"844" "cluster477" 743090 743281 191 34
"845" "cluster478" 743282 743307 25 34
"846" "cluster479" 743308 743324 16 34
"847" "cluster487" 747524 747808 284 34
"848" "cluster539" 815919 816046 127 34
"849" "cluster540" 816047 816098 51 34
"850" "cluster541" 816099 816348 249 34
"851" "cluster542" 816349 817469 1120 34
"852" "cluster542" 817760 819100 1340 34
"853" "cluster613" 926592 926772 180 34
"854" "cluster668" 994567 995767 1200 34
"855" "cluster668" 996160 997147 987 34
"856" "cluster668" 997795 997895 100 34
"857" "cluster669" 997896 998394 498 34
"858" "cluster670" 998395 998464 69 34
"859" "cluster671" 998465 998538 73 34
"860" "cluster679" 1014522 1014743 221 34
"861" "cluster680" 1015843 1017993 2150 34
"862" "cluster700" 1037836 1038053 217 34
"863" "cluster708" 1049845 1050552 707 34
"864" "cluster709" 1050553 1051435 882 34
"865" "cluster710" 1055383 1055851 468 34
"866" "cluster710" 1056612 1057606 994 34
"867" "cluster776" 1144612 1145151 539 34
"868" "cluster777" 1147349 1147658 309 34
"869" "cluster777" 1151099 1152299 1200 34
"870" "cluster777" 1152647 1153199 552 34
"871" "cluster777" 1153942 1155223 1281 34
"872" "cluster804" 1181094 1181396 302 34
"873" "cluster805" 1181397 1181822 425 34
"874" "cluster806" 1181823 1181899 76 34
"875" "cluster807" 1181900 1182656 756 34
"876" "cluster843" 1233288 1234173 885 34
"877" "cluster846" 1239770 1240615 845 34
"878" "cluster847" 1240616 1241159 543 34
"879" "cluster848" 1245557 1246379 822 34
"880" "cluster854" 1260378 1260695 317 34
"881" "cluster855" 1263005 1263859 854 34
"882" "cluster856" 1263860 1264041 181 34
"883" "cluster857" 1267689 1268835 1146 34
"884" "cluster861" 1273800 1274516 716 34
"885" "cluster869" 1286700 1286878 178 34
"886" "cluster870" 1286879 1287207 328 34
"887" "cluster871" 1287208 1287255 47 34
"888" "cluster872" 1287451 1287571 120 34
"889" "cluster873" 1287572 1287935 363 34
"890" "cluster874" 1287936 1287951 15 34
"891" "cluster881" 1293341 1293591 250 34
"892" "cluster947" 1392233 1392373 140 34
"893" "cluster948" 1392374 1392607 233 34
"894" "cluster957" 1413187 1413565 378 34
"895" "cluster958" 1413566 1414937 1371 34
"896" "cluster958" 1415237 1416387 1150 34
"897" "cluster958" 1420576 1421337 761 34
"898" "cluster1000" 1497450 1497563 113 34
"899" "cluster1000" 1500897 1501068 171 34
"900" "cluster1001" 1501069 1501174 105 34
"901" "cluster1001" 1501901 1503351 1450 34
"902" "cluster1017" 1530248 1530530 282 34
"903" "cluster1018" 1533462 1534230 768 34
"904" "cluster1019" 1534231 1535115 884 34
"905" "cluster1081" 1633841 1635191 1350 34
"906" "cluster1081" 1636122 1636724 602 34
"907" "cluster1096" 1647860 1648706 846 34
"908" "cluster6" 13516 13791 275 35
"909" "cluster40" 47273 47473 200 35
"910" "cluster41" 51271 51421 150 35
"911" "cluster60" 78725 78784 59 35
"912" "cluster61" 78785 78893 108 35
"913" "cluster62" 78894 78895 1 35
"914" "cluster69" 96715 97949 1234 35
"915" "cluster72" 105850 106259 409 35
"916" "cluster74" 111705 112287 582 35
"917" "cluster75" 112288 113241 953 35
"918" "cluster76" 113242 113259 17 35
"919" "cluster119" 174899 177683 2784 35
"920" "cluster119" 178865 179336 471 35
"921" "cluster124" 190191 190314 123 35
"922" "cluster125" 190315 192159 1844 35
"923" "cluster147" 232752 233562 810 35
"924" "cluster147" 233998 234559 561 35
"925" "cluster166" 242779 242944 165 35
"926" "cluster167" 242945 243047 102 35
"927" "cluster169" 243565 243734 169 35
"928" "cluster204" 290945 291633 688 35
"929" "cluster234" 324981 325590 609 35
"930" "cluster264" 361999 362575 576 35
"931" "cluster264" 362947 363073 126 35
"932" "cluster280" 384393 384463 70 35
"933" "cluster281" 385416 385696 280 35
"934" "cluster282" 385697 386189 492 35
"935" "cluster282" 387153 387312 159 35
"936" "cluster285" 397673 398383 710 35
"937" "cluster323" 459289 459624 335 35
"938" "cluster323" 461099 462014 915 35
"939" "cluster324" 462015 462038 23 35
"940" "cluster324" 462295 462618 323 35
"941" "cluster325" 462619 462853 234 35
"942" "cluster325" 463096 463420 324 35
"943" "cluster326" 463421 466201 2780 35
"944" "cluster368" 534117 534330 213 35
"945" "cluster373" 550157 550221 64 35
"946" "cluster373" 560682 561488 806 35
"947" "cluster373" 561797 562007 210 35
"948" "cluster373" 562594 563157 563 35
"949" "cluster378" 575347 575497 150 35
"950" "cluster394" 597115 597565 450 35
"951" "cluster397" 605906 607287 1381 35
"952" "cluster410" 629015 629424 409 35
"953" "cluster411" 629425 629831 406 35
"954" "cluster424" 648555 649161 606 35
"955" "cluster424" 649992 652019 2027 35
"956" "cluster431" 669525 670593 1068 35
"957" "cluster431" 679391 679641 250 35
"958" "cluster439" 699992 701230 1238 35
"959" "cluster440" 701231 701700 469 35
"960" "cluster440" 702263 702625 362 35
"961" "cluster440" 708250 708369 119 35
"962" "cluster443" 710267 710338 71 35
"963" "cluster445" 712077 714777 2700 35
"964" "cluster445" 716805 717111 306 35
"965" "cluster446" 717861 718461 600 35
"966" "cluster446" 719261 719815 554 35
"967" "cluster449" 722155 722236 81 35
"968" "cluster474" 742830 742911 81 35
"969" "cluster475" 742912 742939 27 35
"970" "cluster476" 742940 743089 149 35
"971" "cluster477" 743090 743180 90 35
"972" "cluster516" 768948 769071 123 35
"973" "cluster517" 772305 773269 964 35
"974" "cluster517" 773467 773818 351 35
"975" "cluster518" 773819 774317 498 35
"976" "cluster518" 774660 775177 517 35
"977" "cluster519" 775178 775315 137 35
"978" "cluster519" 775465 777670 2205 35
"979" "cluster536" 810642 810980 338 35
"980" "cluster537" 810981 811178 197 35
"981" "cluster538" 811179 811332 153 35
"982" "cluster559" 857683 857709 26 35
"983" "cluster560" 857710 857803 93 35
"984" "cluster659" 980490 981890 1400 35
"985" "cluster661" 983531 983682 151 35
"986" "cluster664" 986175 987325 1150 35
"987" "cluster664" 987693 988986 1293 35
"988" "cluster665" 988987 989621 634 35
"989" "cluster673" 1001651 1001828 177 35
"990" "cluster680" 1015390 1015993 603 35
"991" "cluster696" 1033273 1033407 134 35
"992" "cluster697" 1033408 1033589 181 35
"993" "cluster698" 1033590 1033683 93 35
"994" "cluster699" 1034203 1034842 639 35
"995" "cluster700" 1034843 1035053 210 35
"996" "cluster700" 1037836 1038053 217 35
"997" "cluster702" 1040633 1040961 328 35
"998" "cluster705" 1046844 1046883 39 35
"999" "cluster706" 1046884 1047023 139 35
"1000" "cluster707" 1047024 1047812 788 35
"1001" "cluster709" 1053835 1054320 485 35
"1002" "cluster714" 1060036 1060717 681 35
"1003" "cluster715" 1060718 1060750 32 35
"1004" "cluster716" 1060751 1060821 70 35
"1005" "cluster716" 1061018 1061502 484 35
"1006" "cluster739" 1101914 1102627 713 35
"1007" "cluster740" 1102628 1102653 25 35
"1008" "cluster741" 1102654 1103122 468 35
"1009" "cluster762" 1122474 1123235 761 35
"1010" "cluster763" 1123236 1123684 448 35
"1011" "cluster764" 1125365 1125889 524 35
"1012" "cluster776" 1145801 1145979 178 35
"1013" "cluster776" 1146118 1146368 250 35
"1014" "cluster777" 1153549 1154007 458 35
"1015" "cluster778" 1155645 1155725 80 35
"1016" "cluster797" 1174635 1174726 91 35
"1017" "cluster798" 1174727 1174903 176 35
"1018" "cluster799" 1174904 1175026 122 35
"1019" "cluster807" 1183089 1183841 752 35
"1020" "cluster826" 1208794 1208964 170 35
"1021" "cluster827" 1208965 1209245 280 35
"1022" "cluster828" 1209246 1210297 1051 35
"1023" "cluster828" 1210547 1210648 101 35
"1024" "cluster831" 1215341 1215760 419 35
"1025" "cluster832" 1216939 1217689 750 35
"1026" "cluster848" 1248244 1248314 70 35
"1027" "cluster849" 1248315 1248344 29 35
"1028" "cluster850" 1248345 1248436 91 35
"1029" "cluster857" 1268675 1268807 132 35
"1030" "cluster861" 1273800 1274381 581 35
"1031" "cluster861" 1276492 1277291 799 35
"1032" "cluster861" 1277452 1277529 77 35
"1033" "cluster867" 1283292 1283552 260 35
"1034" "cluster867" 1284069 1284176 107 35
"1035" "cluster904" 1324519 1324839 320 35
"1036" "cluster915" 1345323 1346137 814 35
"1037" "cluster916" 1348519 1348628 109 35
"1038" "cluster917" 1348629 1349520 891 35
"1039" "cluster932" 1369086 1369519 433 35
"1040" "cluster947" 1391648 1392074 426 35
"1041" "cluster953" 1407668 1407845 177 35
"1042" "cluster953" 1408389 1408620 231 35
"1043" "cluster954" 1408621 1409105 484 35
"1044" "cluster955" 1409106 1409165 59 35
"1045" "cluster956" 1409166 1409241 75 35
"1046" "cluster958" 1418737 1419337 600 35
"1047" "cluster958" 1419637 1419837 200 35
"1048" "cluster969" 1438469 1438996 527 35
"1049" "cluster975" 1446353 1447003 650 35
"1050" "cluster975" 1448618 1449025 407 35
"1051" "cluster976" 1449901 1450282 381 35
"1052" "cluster976" 1450351 1450801 450 35
"1053" "cluster1000" 1497399 1497678 279 35
"1054" "cluster1000" 1498933 1499828 895 35
"1055" "cluster1000" 1500069 1500251 182 35
"1056" "cluster1000" 1500701 1501068 367 35
"1057" "cluster1001" 1501069 1501174 105 35
"1058" "cluster1001" 1501960 1503351 1391 35
"1059" "cluster1015" 1525638 1527023 1385 35
"1060" "cluster1017" 1530817 1531097 280 35
"1061" "cluster1045" 1584313 1584673 360 35
"1062" "cluster1061" 1595927 1596527 600 35
"1063" "cluster1069" 1606262 1607796 1534 35
"1064" "cluster1076" 1621647 1621840 193 35
"1065" "cluster1077" 1621841 1622097 256 35
"1066" "cluster1078" 1623678 1624647 969 35
"1067" "cluster1078" 1627963 1629040 1077 35
"1068" "cluster1079" 1629041 1629091 50 35
"1069" "cluster1081" 1636688 1636898 210 35
"1070" "cluster1116" 1668819 1669195 376 35
"1071" "cluster1117" 1669196 1669763 567 35
"1072" "cluster1117" 1669967 1670111 144 35
"1073" "cluster5" 8559 8893 334 36
"1074" "cluster6" 13191 13764 573 36
"1075" "cluster6" 14940 15241 301 36
"1076" "cluster6" 15891 16592 701 36
"1077" "cluster29" 31742 32697 955 36
"1078" "cluster31" 33822 35741 1919 36
"1079" "cluster39" 46631 46669 38 36
"1080" "cluster40" 46670 46873 203 36
"1081" "cluster55" 66412 66466 54 36
"1082" "cluster56" 66467 66518 51 36
"1083" "cluster57" 66519 66795 276 36
"1084" "cluster58" 66796 66817 21 36
"1085" "cluster59" 66818 67041 223 36
"1086" "cluster59" 67670 69135 1465 36
"1087" "cluster59" 70931 72485 1554 36
"1088" "cluster59" 72835 72991 156 36
"1089" "cluster59" 75135 75435 300 36
"1090" "cluster59" 76422 76480 58 36
"1091" "cluster60" 76481 77533 1052 36
"1092" "cluster64" 84275 84978 703 36
"1093" "cluster64" 85897 86321 424 36
"1094" "cluster69" 96865 97120 255 36
"1095" "cluster69" 97849 98515 666 36
"1096" "cluster72" 103379 103438 59 36
"1097" "cluster72" 103825 104559 734 36
"1098" "cluster72" 105850 106609 759 36
"1099" "cluster73" 106970 107257 287 36
"1100" "cluster86" 131349 132031 682 36
"1101" "cluster91" 136012 136569 557 36
"1102" "cluster92" 136570 136789 219 36
"1103" "cluster119" 172949 173115 166 36
"1104" "cluster146" 230133 230498 365 36
"1105" "cluster179" 253841 254145 304 36
"1106" "cluster186" 272848 273048 200 36
"1107" "cluster192" 275421 275612 191 36
"1108" "cluster193" 275613 276165 552 36
"1109" "cluster194" 276884 278165 1281 36
"1110" "cluster201" 284151 284407 256 36
"1111" "cluster204" 290254 290445 191 36
"1112" "cluster204" 292047 292200 153 36
"1113" "cluster205" 292201 292202 1 36
"1114" "cluster222" 313966 314836 870 36
"1115" "cluster224" 316798 317093 295 36
"1116" "cluster229" 320495 322483 1988 36
"1117" "cluster230" 322484 322505 21 36
"1118" "cluster231" 322506 322725 219 36
"1119" "cluster232" 322726 322751 25 36
"1120" "cluster233" 322752 322891 139 36
"1121" "cluster234" 322892 324585 1693 36
"1122" "cluster235" 326956 327036 80 36
"1123" "cluster236" 327037 327118 81 36
"1124" "cluster237" 327119 327127 8 36
"1125" "cluster238" 327325 328665 1340 36
"1126" "cluster239" 328666 328775 109 36
"1127" "cluster239" 329610 330723 1113 36
"1128" "cluster245" 332203 332374 171 36
"1129" "cluster246" 332375 332448 73 36
"1130" "cluster247" 332449 333366 917 36
"1131" "cluster253" 343647 343847 200 36
"1132" "cluster282" 391089 391389 300 36
"1133" "cluster295" 414342 414392 50 36
"1134" "cluster296" 414393 414609 216 36
"1135" "cluster301" 420724 421131 407 36
"1136" "cluster309" 433455 433739 284 36
"1137" "cluster311" 436577 437381 804 36
"1138" "cluster312" 440117 441079 962 36
"1139" "cluster312" 442507 443236 729 36
"1140" "cluster329" 469010 469065 55 36
"1141" "cluster330" 473191 473520 329 36
"1142" "cluster331" 473521 473945 424 36
"1143" "cluster332" 474265 474689 424 36
"1144" "cluster361" 521146 521481 335 36
"1145" "cluster365" 526373 527403 1030 36
"1146" "cluster366" 529563 529939 376 36
"1147" "cluster366" 530501 531240 739 36
"1148" "cluster368" 535467 535617 150 36
"1149" "cluster371" 543011 543750 739 36
"1150" "cluster371" 543961 544230 269 36
"1151" "cluster373" 558191 558848 657 36
"1152" "cluster377" 573799 574094 295 36
"1153" "cluster378" 575347 575478 131 36
"1154" "cluster389" 591175 591346 171 36
"1155" "cluster390" 593041 593430 389 36
"1156" "cluster391" 593431 594021 590 36
"1157" "cluster391" 594086 594476 390 36
"1158" "cluster392" 594477 594525 48 36
"1159" "cluster392" 594919 595319 400 36
"1160" "cluster392" 595494 595830 336 36
"1161" "cluster393" 595831 596048 217 36
"1162" "cluster394" 596049 596215 166 36
"1163" "cluster397" 601809 602125 316 36
"1164" "cluster409" 626173 626754 581 36
"1165" "cluster410" 627183 627733 550 36
"1166" "cluster414" 634018 634275 257 36
"1167" "cluster414" 634721 634893 172 36
"1168" "cluster415" 634894 634958 64 36
"1169" "cluster416" 634959 635871 912 36
"1170" "cluster416" 637406 638088 682 36
"1171" "cluster416" 638460 638547 87 36
"1172" "cluster424" 651738 652040 302 36
"1173" "cluster431" 674786 675105 319 36
"1174" "cluster431" 675934 677241 1307 36
"1175" "cluster433" 681303 681537 234 36
"1176" "cluster435" 683911 683950 39 36
"1177" "cluster436" 686418 686931 513 36
"1178" "cluster437" 690727 691010 283 36
"1179" "cluster438" 691011 692714 1703 36
"1180" "cluster439" 693312 693502 190 36
"1181" "cluster440" 703168 703823 655 36
"1182" "cluster441" 708600 708690 90 36
"1183" "cluster442" 708691 709019 328 36
"1184" "cluster448" 721755 721807 52 36
"1185" "cluster474" 742830 742911 81 36
"1186" "cluster475" 742912 742939 27 36
"1187" "cluster476" 742940 743089 149 36
"1188" "cluster477" 743090 743117 27 36
"1189" "cluster513" 765901 766137 236 36
"1190" "cluster522" 779245 779634 389 36
"1191" "cluster523" 779635 780219 584 36
"1192" "cluster532" 798889 800173 1284 36
"1193" "cluster539" 814916 815281 365 36
"1194" "cluster539" 815961 816046 85 36
"1195" "cluster540" 816047 816098 51 36
"1196" "cluster541" 816099 816348 249 36
"1197" "cluster542" 816349 817227 878 36
"1198" "cluster548" 833613 834076 463 36
"1199" "cluster560" 859056 859161 105 36
"1200" "cluster561" 859162 859386 224 36
"1201" "cluster613" 926592 926772 180 36
"1202" "cluster622" 932301 932320 19 36
"1203" "cluster623" 932321 932440 119 36
"1204" "cluster624" 932441 932451 10 36
"1205" "cluster661" 984475 984947 472 36
"1206" "cluster662" 984948 984998 50 36
"1207" "cluster663" 984999 985030 31 36
"1208" "cluster664" 985031 985291 260 36
"1209" "cluster668" 994567 995817 1250 36
"1210" "cluster668" 996667 997120 453 36
"1211" "cluster673" 1000396 1001107 711 36
"1212" "cluster680" 1016043 1017193 1150 36
"1213" "cluster680" 1019524 1019615 91 36
"1214" "cluster681" 1019616 1019639 23 36
"1215" "cluster693" 1031453 1031860 407 36
"1216" "cluster700" 1037103 1037353 250 36
"1217" "cluster700" 1038901 1039476 575 36
"1218" "cluster701" 1039477 1040054 577 36
"1219" "cluster709" 1052448 1052763 315 36
"1220" "cluster710" 1056282 1056833 551 36
"1221" "cluster725" 1081263 1081759 496 36
"1222" "cluster726" 1081760 1081988 228 36
"1223" "cluster727" 1081989 1082138 149 36
"1224" "cluster728" 1085346 1086216 870 36
"1225" "cluster729" 1086217 1086514 297 36
"1226" "cluster729" 1086567 1087043 476 36
"1227" "cluster730" 1087691 1087880 189 36
"1228" "cluster733" 1094260 1094388 128 36
"1229" "cluster736" 1097379 1097569 190 36
"1230" "cluster737" 1097570 1097922 352 36
"1231" "cluster739" 1099975 1100226 251 36
"1232" "cluster741" 1106621 1107571 950 36
"1233" "cluster741" 1108244 1108721 477 36
"1234" "cluster768" 1135559 1136036 477 36
"1235" "cluster769" 1136037 1136365 328 36
"1236" "cluster769" 1137311 1137383 72 36
"1237" "cluster770" 1137384 1137513 129 36
"1238" "cluster770" 1137767 1138113 346 36
"1239" "cluster774" 1142151 1142267 116 36
"1240" "cluster775" 1142268 1142429 161 36
"1241" "cluster776" 1144339 1145151 812 36
"1242" "cluster816" 1199282 1199419 137 36
"1243" "cluster818" 1201085 1202179 1094 36
"1244" "cluster843" 1234825 1235315 490 36
"1245" "cluster844" 1235512 1236115 603 36
"1246" "cluster848" 1245557 1245932 375 36
"1247" "cluster854" 1259322 1259450 128 36
"1248" "cluster854" 1259845 1260201 356 36
"1249" "cluster855" 1263005 1263496 491 36
"1250" "cluster856" 1263886 1263958 72 36
"1251" "cluster886" 1300681 1301051 370 36
"1252" "cluster890" 1304171 1304621 450 36
"1253" "cluster907" 1327289 1328039 750 36
"1254" "cluster928" 1358397 1358647 250 36
"1255" "cluster931" 1364591 1365347 756 36
"1256" "cluster949" 1395355 1395415 60 36
"1257" "cluster952" 1400121 1400270 149 36
"1258" "cluster958" 1420684 1421310 626 36
"1259" "cluster958" 1424435 1424915 480 36
"1260" "cluster960" 1426383 1426425 42 36
"1261" "cluster975" 1448618 1448801 183 36
"1262" "cluster976" 1451751 1451917 166 36
"1263" "cluster976" 1452291 1452824 533 36
"1264" "cluster990" 1477221 1477421 200 36
"1265" "cluster994" 1484387 1484714 327 36
"1266" "cluster996" 1486961 1487689 728 36
"1267" "cluster996" 1489257 1489557 300 36
"1268" "cluster1011" 1520913 1521137 224 36
"1269" "cluster1012" 1521138 1521576 438 36
"1270" "cluster1013" 1521752 1521839 87 36
"1271" "cluster1014" 1521840 1522073 233 36
"1272" "cluster1014" 1522421 1522765 344 36
"1273" "cluster1015" 1522766 1522773 7 36
"1274" "cluster1017" 1530248 1530532 284 36
"1275" "cluster1038" 1575374 1575426 52 36
"1276" "cluster1039" 1575427 1575575 148 36
"1277" "cluster1043" 1582668 1582835 167 36
"1278" "cluster1044" 1582836 1583000 164 36
"1279" "cluster1044" 1583184 1583329 145 36
"1280" "cluster1045" 1584535 1584673 138 36
"1281" "cluster1047" 1586475 1586493 18 36
"1282" "cluster1048" 1586494 1586557 63 36
"1283" "cluster1049" 1586558 1586824 266 36
"1284" "cluster1049" 1587233 1587401 168 36
"1285" "cluster1078" 1626282 1626505 223 36
"1286" "cluster1081" 1634705 1635168 463 36
"1287" "cluster1081" 1636325 1636716 391 36
"1288" "cluster1085" 1641560 1642329 769 36
"1289" "cluster1086" 1642330 1642645 315 36
"1290" "cluster1087" 1642646 1642723 77 36
"1291" "cluster1088" 1642724 1642913 189 36
"1292" "cluster1089" 1642914 1642935 21 36
"1293" "cluster1090" 1642936 1643053 117 36
"1294" "cluster1093" 1645614 1645904 290 36
"1295" "cluster1094" 1645905 1646039 134 36
"1296" "cluster1096" 1648244 1648619 375 36
"1297" "cluster6" 11191 13326 2135 38
"1298" "cluster10" 18852 18861 9 38
"1299" "cluster11" 18862 19382 520 38
"1300" "cluster12" 19383 19531 148 38
"1301" "cluster20" 25499 25905 406 38
"1302" "cluster21" 25906 26336 430 38
"1303" "cluster36" 45445 45480 35 38
"1304" "cluster37" 45481 45810 329 38
"1305" "cluster74" 109805 111505 1700 38
"1306" "cluster86" 133750 133814 64 38
"1307" "cluster87" 133815 133836 21 38
"1308" "cluster88" 133837 134187 350 38
"1309" "cluster91" 136024 136569 545 38
"1310" "cluster92" 136570 136619 49 38
"1311" "cluster93" 138574 138633 59 38
